name,email,phone,education,work_experience,linkedin,github
Margherita Della Valle,,,[],"[{'company_name': 'Group Chief Executive', 'job_title': '', 'dates_worked': 'January 2023\xa0-\xa0Present\xa0(7 months)', 'additional_info': ['Group CFO', 'July 2018\xa0-\xa0Present\xa0(5 years 1 month)', 'Deputy Group CFO', 'July 2015\xa0-\xa0July 2018\xa0(3 years 1 month)', 'Group Financial Controller', 'November 2010\xa0-\xa0June 2015\xa0(4 years 8 months)', 'Europe CFO', 'April 2007\xa0-\xa0November 2010\xa0(3 years 8 months)', 'Various roles', 'May 1994\xa0-\xa0March 2007\xa0(12 years 11 months)']}]",,
